OrderNumber,InventoryStatus,PaymentStatus,Vendor,ContactName,Phone,VendorAddress1,VendorAddress2,VendorCity,VendorState,VendorCountry,VendorPostalCode,VendorAddressRemarks,ShipToCompanyName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToCountry,ShipToPostalCode,ShipToAddressRemarks,CurrencyCode,ExchangeRate,NonVendorCost,OrderDate,OrderRemarks,Freight,DueDate,DatePaid,AmountPaid,RequestedShipDate,VendorOrderNumber,Location,PaymentTerms,PaymentMethod,TaxingScheme,Tax1Rate,Tax2Rate,CalculateTax2OnTax1,Tax1Name,Tax2Name,Tax1OnShipping,Tax2OnShipping,ItemName,ItemDescription,ItemQuantity,ItemQuantityUoM,ItemUnitPrice,ItemDiscount,VendorItemCode,ItemSubtotal,ItemSerials,SpecialTaxRate,IsCancelled
PO-000285,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/30/2018 4:24:49 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.





Vivian Opara
Supply Chain Dept.
",,1/22/2019 11:31:14 AM,12/19/2018 9:59:37 AM,16165,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"CHLORIDE  ELECTRODE, P C ",p c,10,,68,0 %,,680,,Taxable,False
PO-000285,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/30/2018 4:24:49 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.





Vivian Opara
Supply Chain Dept.
",,1/22/2019 11:31:14 AM,12/19/2018 9:59:37 AM,16165,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"PH ELECTRODE, P  C ",PH ELECTRODE.,10,,68,0 %,,680,,Taxable,False
PO-000285,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/30/2018 4:24:49 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.





Vivian Opara
Supply Chain Dept.
",,1/22/2019 11:31:14 AM,12/19/2018 9:59:37 AM,16165,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"CALCIUM  ELECTRODE,   P C "," CALCIUM ELECTRODE, S/N: 84L171149",10,,68,0 %,,680,,Taxable,False
PO-000285,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/30/2018 4:24:49 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.





Vivian Opara
Supply Chain Dept.
",,1/22/2019 11:31:14 AM,12/19/2018 9:59:37 AM,16165,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,"REFERENCE  ELECTRODE,P C ",   p c,10,,68,0 %,,680,,Taxable,False
PO-000285,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/30/2018 4:24:49 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.





Vivian Opara
Supply Chain Dept.
",,1/22/2019 11:31:14 AM,12/19/2018 9:59:37 AM,16165,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,ROLLER PUMP TUBES,"ROLLER PUMP TUBES
spare part code: P12.15.322022-00",10,,9,0 %,P12.15.322022-00,90,,Taxable,False
PO-000285,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/30/2018 4:24:49 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.





Vivian Opara
Supply Chain Dept.
",,1/22/2019 11:31:14 AM,12/19/2018 9:59:37 AM,16165,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,REAGENT TUBE ,Reagent tube P01.09.100063-00(10M),15,,12,0 %,P01.09.100063-00,180,,Taxable,False
PO-000285,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/30/2018 4:24:49 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.





Vivian Opara
Supply Chain Dept.
",,1/22/2019 11:31:14 AM,12/19/2018 9:59:37 AM,16165,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,WASTE TUBE (12M),Waste tube P11.09.100045-00,10,,5,0 %,P11.09.100045-00,50,,Taxable,False
PO-000285,Fulfilled,Paid,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)","Camphor Zhong 
",+86  755  26835560   Ext:8024,"6F,   Shanshui   Building   B,
Nanshan  Yungu  Innovation  Industrial Park,","
1183   Liuxian  Blvd,  Nanshan  District,
518055",Shenzhen, P.R.China,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,11/30/2018 4:24:49 PM,"Terms:

Payment: 100% advacned payment.

Delivery: Within 28 days of payment confirmation.

Shipment: CIP Lagos Airport.





Vivian Opara
Supply Chain Dept.
",,1/22/2019 11:31:14 AM,12/19/2018 9:59:37 AM,16165,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET0,,No Tax,0,0,False,,,False,True,FREIGHT CHARGES,"AIR TRANSPORT CPT LAGOS BY SCHENKER (1 )
",1,,1900,0 %,,1900,,Taxable,False
PO-000286,Unfulfilled,Unpaid,LASANY,Mr. Harsh ,0091-91-9357547917,"479, Sector-17, Panchkula (Chandigarh) -134109, Haryana (INDIA)",,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,12/3/2018 1:48:04 PM,"TERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"OLYMPUS MICROSCOPE, CX21i","Make: olympus
model: cx21i
led microscope with plan 4x, 10x, & 40x objectives, right hand stage, condenser & 10x eyepieces
microscope is new in the box 
power cord, dust cover & instruction manual included
Country of manufacture: India
",5,pcs.,645,0 %,,3225,,Taxable,False
PO-000286,Unfulfilled,Unpaid,LASANY,Mr. Harsh ,0091-91-9357547917,"479, Sector-17, Panchkula (Chandigarh) -134109, Haryana (INDIA)",,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,12/3/2018 1:48:04 PM,"TERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"LASSANY BLOOD COLLECTION MONITOR, UNIT  ","LASSANY BLOOD COLLECTION MONITOR, IBM 13",2,,550,0 %,IBM 13,1100,,Taxable,False
PO-000286,Unfulfilled,Unpaid,LASANY,Mr. Harsh ,0091-91-9357547917,"479, Sector-17, Panchkula (Chandigarh) -134109, Haryana (INDIA)",,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,12/3/2018 1:48:04 PM,"TERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,ELECTRONIC PLASMA EXPRESSOR,,3,,460,0 %,IP-2,1380,,Taxable,False
PO-000286,Unfulfilled,Unpaid,LASANY,Mr. Harsh ,0091-91-9357547917,"479, Sector-17, Panchkula (Chandigarh) -134109, Haryana (INDIA)",,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,12/3/2018 1:48:04 PM,"TERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,GUN TYPE TUBE SEALER,,2,,890,0 %,IBTS-15,1780,,Taxable,False
PO-000286,Unfulfilled,Unpaid,LASANY,Mr. Harsh ,0091-91-9357547917,"479, Sector-17, Panchkula (Chandigarh) -134109, Haryana (INDIA)",,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,12/3/2018 1:48:04 PM,"TERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,LASANY ELISA READER,,1,,1500,0 %,,1500,,Taxable,False
PO-000286,Unfulfilled,Unpaid,LASANY,Mr. Harsh ,0091-91-9357547917,"479, Sector-17, Panchkula (Chandigarh) -134109, Haryana (INDIA)",,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,12/3/2018 1:48:04 PM,"TERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,ANAEROGAS PACK 3.5L,,10,,49,0 %,,490,,Taxable,False
PO-000287,Fulfilled,Unpaid,Beckman Coulter South Africa,Chantal A Dickenson,"+27 (0)11 564 3000
","Stand 1A Growthpoint Business Park
Tonnetti Street, Halfway House, 1685","P.O. Box 1949, Halfway House, 1685
Johannesburg",,,South Africa,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,12/4/2018 2:38:40 PM,"Terms:

payment: net 30 days.

delivery : within 14 days of order confirmation.

terms of delivery: CIP Lagos air port.




Vivian Opara
Supply Chain Manager.",1130,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"TN,DXH 520 CP HEMATOLOGY INSTRUMENT","WITH USB PRINTER(HP),1KVA UPS,DXH 500 G-CAL, PARTICLE STANDARD LATEX 5UM AND START UP REAGENTS",2,,8300,0 %,  B40602,16600,,Taxable,False
PO-000288,Fulfilled,Paid,"Shanghai ZJ Bio-tech Co., Ltd",Linda Zhao,Mobile: +86 13916420850,"No.26 Building, No.588 Xinjunhuan Road, ",,Shanghai,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,12/5/2018 1:41:07 PM,"Terms: 

payment: 100% advanced payment.

Delivery: within 14 days of pay,ment confirmation.

Terms of delivery: CIP Lagos airport.




Vivian Opara. 
supply chain manager.",250,,12/18/2018 4:02:33 PM,10530,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,MIC q-PCR,MIC q-PCR,1,,10000,0 %,MIC q-PCR,10000,,Taxable,False
PO-000288,Fulfilled,Paid,"Shanghai ZJ Bio-tech Co., Ltd",Linda Zhao,Mobile: +86 13916420850,"No.26 Building, No.588 Xinjunhuan Road, ",,Shanghai,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,12/5/2018 1:41:07 PM,"Terms: 

payment: 100% advanced payment.

Delivery: within 14 days of pay,ment confirmation.

Terms of delivery: CIP Lagos airport.




Vivian Opara. 
supply chain manager.",250,,12/18/2018 4:02:33 PM,10530,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,PCR Tubes,PCR tubes ,2,,140,0 %,265,280,,Taxable,False
PO-000288,Fulfilled,Paid,"Shanghai ZJ Bio-tech Co., Ltd",Linda Zhao,Mobile: +86 13916420850,"No.26 Building, No.588 Xinjunhuan Road, ",,Shanghai,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,12/5/2018 1:41:07 PM,"Terms: 

payment: 100% advanced payment.

Delivery: within 14 days of pay,ment confirmation.

Terms of delivery: CIP Lagos airport.




Vivian Opara. 
supply chain manager.",250,,12/18/2018 4:02:33 PM,10530,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,PCR Tubes,PCR Tubes (FOC),1,,0,0 %,265,0,,Taxable,False
PO-000289,Unfulfilled,Unpaid,77 Elektronika Kft.,Roland Tjamla Banack( Export Sales Manager ),+36-1-206-1480,"1116 Budapest, Fehérvári út.98.",,HUNGARY,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,12/5/2018 3:10:07 PM,"ERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,DOCUREADER 2 PRO,,5,,325,0 %,ART.NR:UD2-9902-1,1625,,Taxable,False
PO-000289,Unfulfilled,Unpaid,77 Elektronika Kft.,Roland Tjamla Banack( Export Sales Manager ),+36-1-206-1480,"1116 Budapest, Fehérvári út.98.",,HUNGARY,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,12/5/2018 3:10:07 PM,"ERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,URISED MINI,,1,,6000,0 %,ART.NR:UMI-9901,6000,,Taxable,False
PO-000289,Unfulfilled,Unpaid,77 Elektronika Kft.,Roland Tjamla Banack( Export Sales Manager ),+36-1-206-1480,"1116 Budapest, Fehérvári út.98.",,HUNGARY,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,12/5/2018 3:10:07 PM,"ERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,LABSTRIP U11 PLUS,11 PARAMETERS URINE TEST STRIP 150 PCS STRIPS PER VIAL,5,,10,0 %,ART.NR:ANA-9901-1,50,,Taxable,False
PO-000289,Unfulfilled,Unpaid,77 Elektronika Kft.,Roland Tjamla Banack( Export Sales Manager ),+36-1-206-1480,"1116 Budapest, Fehérvári út.98.",,HUNGARY,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,12/5/2018 3:10:07 PM,"ERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,CUVETTE,URISED SEDIMENT ANALYSER IN SET OF 600 PC,1,,114,0 %,ART.NR:URS-9961-1,114,,Taxable,False
PO-000289,Unfulfilled,Unpaid,77 Elektronika Kft.,Roland Tjamla Banack( Export Sales Manager ),+36-1-206-1480,"1116 Budapest, Fehérvári út.98.",,HUNGARY,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,12/5/2018 3:10:07 PM,"ERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,TEST TUBES,12ML IN BOX OF 100 TUBES,1,,6,0 %,ART.NR:9E110X17,6,,Taxable,False
PO-000290,Fulfilled,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,12/6/2018 1:32:14 PM,"TERMS:

PAYMENT: NET 30 DAYS

DELIVERY PERIOD: WITHIN 28 DAYS OF ORDER CONFIRMATION.

TERMS OF DELIVERY: CIP LAGOS AIR PORT.





VIVIAN OPARA.
SUPPLY CHAIN MANAGER",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,ACID SOLUTION (needle rinse),"1L Acid solution (needle rinse), SLHC-5900-EE",20,btl,37.82,0 %,SLHC-5900-EE,756.4,,Taxable,False
PO-000290,Fulfilled,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,12/6/2018 1:32:14 PM,"TERMS:

PAYMENT: NET 30 DAYS

DELIVERY PERIOD: WITHIN 28 DAYS OF ORDER CONFIRMATION.

TERMS OF DELIVERY: CIP LAGOS AIR PORT.





VIVIAN OPARA.
SUPPLY CHAIN MANAGER",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,AST/GOT  4X55 ML ,ASSL 0455,20,,13.93,0 %, ASSL 0455,278.6,,Taxable,False
PO-000290,Fulfilled,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,12/6/2018 1:32:14 PM,"TERMS:

PAYMENT: NET 30 DAYS

DELIVERY PERIOD: WITHIN 28 DAYS OF ORDER CONFIRMATION.

TERMS OF DELIVERY: CIP LAGOS AIR PORT.





VIVIAN OPARA.
SUPPLY CHAIN MANAGER",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"CREATININE PAP, 8X28 ML  ","Creatinine PAP SL ,CRSL 0250, 8X28ml",25,,44.06,0 %,CRSL-0250,1101.5,,Taxable,False
PO-000290,Fulfilled,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,12/6/2018 1:32:14 PM,"TERMS:

PAYMENT: NET 30 DAYS

DELIVERY PERIOD: WITHIN 28 DAYS OF ORDER CONFIRMATION.

TERMS OF DELIVERY: CIP LAGOS AIR PORT.





VIVIAN OPARA.
SUPPLY CHAIN MANAGER",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"CREATININE PAP, 8X28 ML  ","Creatinine PAP SL ,CRSL 0250, 8X28ml",25,,44.06,0 %,CRSL-0250,1101.5,,Taxable,False
PO-000290,Fulfilled,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,12/6/2018 1:32:14 PM,"TERMS:

PAYMENT: NET 30 DAYS

DELIVERY PERIOD: WITHIN 28 DAYS OF ORDER CONFIRMATION.

TERMS OF DELIVERY: CIP LAGOS AIR PORT.





VIVIAN OPARA.
SUPPLY CHAIN MANAGER",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"CREATININE JAFFE, 2X 125 ML + STD","Creatinine Jaffe, CRCO-0600, 2x 125 ml",20,,6,0 %,CRCO-0600,120,,Taxable,False
