OrderNumber,InventoryStatus,PaymentStatus,Vendor,ContactName,Phone,VendorAddress1,VendorAddress2,VendorCity,VendorState,VendorCountry,VendorPostalCode,VendorAddressRemarks,ShipToCompanyName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToCountry,ShipToPostalCode,ShipToAddressRemarks,CurrencyCode,ExchangeRate,NonVendorCost,OrderDate,OrderRemarks,Freight,DueDate,DatePaid,AmountPaid,RequestedShipDate,VendorOrderNumber,Location,PaymentTerms,PaymentMethod,TaxingScheme,Tax1Rate,Tax2Rate,CalculateTax2OnTax1,Tax1Name,Tax2Name,Tax1OnShipping,Tax2OnShipping,ItemName,ItemDescription,ItemQuantity,ItemQuantityUoM,ItemUnitPrice,ItemDiscount,VendorItemCode,ItemSubtotal,ItemSerials,SpecialTaxRate,IsCancelled,
PO-000105,Fulfilled,Unpaid,OMEDS SURGICALS,OMEDS,"08091313173, 08033117987","Theodak plaza, first floor opp. National Hospital.",Central Area,Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 2:39:43 PM,"TERMS:

PAYMENT: 100%PAYMENT ON PURCHASE.

MODE OF PAYMENT: CHEQUE PAYMENT.




VIVIAN OPARA.
SUPPLY CHAIN.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,"FACE MASK, PC",FACE MASK,9,,900,0 %,,8100,,Taxable,False,
PO-000105,Fulfilled,Unpaid,OMEDS SURGICALS,OMEDS,"08091313173, 08033117987","Theodak plaza, first floor opp. National Hospital.",Central Area,Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 2:39:43 PM,"TERMS:

PAYMENT: 100%PAYMENT ON PURCHASE.

MODE OF PAYMENT: CHEQUE PAYMENT.




VIVIAN OPARA.
SUPPLY CHAIN.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,"Cotton wool, absorbent ",Sterile Roll,9,,1400,0 %,,12600,,Taxable,False,
PO-000105,Fulfilled,Unpaid,OMEDS SURGICALS,OMEDS,"08091313173, 08033117987","Theodak plaza, first floor opp. National Hospital.",Central Area,Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 2:39:43 PM,"TERMS:

PAYMENT: 100%PAYMENT ON PURCHASE.

MODE OF PAYMENT: CHEQUE PAYMENT.




VIVIAN OPARA.
SUPPLY CHAIN.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,DISPOSABLE DRAPES,DISPOSABLE DRAPES,300,,1500,0 %,,450000,,Taxable,False,
PO-000105,Fulfilled,Unpaid,OMEDS SURGICALS,OMEDS,"08091313173, 08033117987","Theodak plaza, first floor opp. National Hospital.",Central Area,Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 2:39:43 PM,"TERMS:

PAYMENT: 100%PAYMENT ON PURCHASE.

MODE OF PAYMENT: CHEQUE PAYMENT.




VIVIAN OPARA.
SUPPLY CHAIN.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,OROPHARYNGEAL AIR WAYS,AIR WAYS,5,,500,0 %,,2500,,Taxable,False,
PO-000105,Fulfilled,Unpaid,OMEDS SURGICALS,OMEDS,"08091313173, 08033117987","Theodak plaza, first floor opp. National Hospital.",Central Area,Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 2:39:43 PM,"TERMS:

PAYMENT: 100%PAYMENT ON PURCHASE.

MODE OF PAYMENT: CHEQUE PAYMENT.




VIVIAN OPARA.
SUPPLY CHAIN.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,SURGICAL BLADES: SIZE 15,SURGICAL BLADE: SIZE 15,1,,2600,0 %,,2600,,Taxable,False,
PO-000105,Fulfilled,Unpaid,OMEDS SURGICALS,OMEDS,"08091313173, 08033117987","Theodak plaza, first floor opp. National Hospital.",Central Area,Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 2:39:43 PM,"TERMS:

PAYMENT: 100%PAYMENT ON PURCHASE.

MODE OF PAYMENT: CHEQUE PAYMENT.




VIVIAN OPARA.
SUPPLY CHAIN.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,WARD COATS,WARD COATS,1,,8000,0 %,,8000,,Taxable,False,
PO-000105,Fulfilled,Unpaid,OMEDS SURGICALS,OMEDS,"08091313173, 08033117987","Theodak plaza, first floor opp. National Hospital.",Central Area,Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 2:39:43 PM,"TERMS:

PAYMENT: 100%PAYMENT ON PURCHASE.

MODE OF PAYMENT: CHEQUE PAYMENT.




VIVIAN OPARA.
SUPPLY CHAIN.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,ENDOTRACHEAL TUBE,ENDOTRACHEAL TUBES,7,,600,0 %,,4200,,Taxable,False,
PO-000105,Fulfilled,Unpaid,OMEDS SURGICALS,OMEDS,"08091313173, 08033117987","Theodak plaza, first floor opp. National Hospital.",Central Area,Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 2:39:43 PM,"TERMS:

PAYMENT: 100%PAYMENT ON PURCHASE.

MODE OF PAYMENT: CHEQUE PAYMENT.




VIVIAN OPARA.
SUPPLY CHAIN.",,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,LATEX HAND GLOVES,LATEX HAND GLOVES,20,,1700,0 %,,34000,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,WARD COATS,WARD COATS,60,,1200,0 %,,72000,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,ENDOTRACHEAL TUBE,ENDOTRACHEAL TUBES,53,,450,0 %,"4.0, 4.5, 6.5, 8.0,7.5,8.5",23850,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,SUTURE 80 ,SUTURE 80,1,,9500,0 %,,9500,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,SURGICAL BLADE: SIZE 10,SURGICAL BLADE: SIZE 10,3,,2400,0 %,,7200,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,SURGICAL BLADE : SIZE 11,SURGICAL BLADE: SIZE 11,3,,2400,0 %,,7200,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,SURGICAL BLADE: SIZE 15,SURGICAL BLADE : SIZE 15,3,,2400,0 %,,7200,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,SURGICAL BLADE:SIZE 20,SURGICAL BLADE: SIZE 20,3,,2400,0 %,,7200,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,SURGICAL BLADE:SIZE 22,SURGICAL BLADE:SIZE 22,3,,2400,0 %,,7200,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,SURGICAL BLADE: SIZE 23,SURGICAL BLADE : SIZE 23,3,,2400,0 %,,7200,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,NEBULIZER TABLE TOP,NEBULIZER,3,,25000,0 %,,75000,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,CATHETER,SIZE 18,CATHETER: SIZE 18,1,,2600,0 %,,2600,,Taxable,False
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,OXYGEN CYLINDER,OXYGEN CYLINDER,2,,32000,0 %,,64000,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,CANNULA GREEN,CANULA GREEN,3,,2900,0 %,,8700,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,CANNULA PINK,CANNULA PINK,3,,2900,0 %,,8700,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,CANNULA BLUE,CANNULA BLUE,3,,2900,0 %,,8700,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,CANNULA YELLOW,CANNULA YELLOW,3,,3500,0 %,,10500,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,BLOOD GIVING SET,BLOOD GIVING SET,1,,3500,0 %,,3500,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,INFUSION GIVING SET,INFUSION GIVING SET,2,,1800,0 %,,3600,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,PLASTER 6 INCH,PLASTER 6 INCH,1,,750,0 %,,750,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,PLASTER 4 INCH,PLSATER 4 INCH,1,,650,0 %,,650,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,PLASTER 3 INCH,PLASTER 3 INCH,1,,450,0 %,,450,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,PLASTER 1 INCH,PLASTER 1 INCH,1,,350,0 %,,350,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,SURGICAL GLOVES,SURGICAL GLOVES,4,,4400,0 %,,17600,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,CREPE BANDAGE 3 INCH,CREPE BANDAGE 3 INCH,30,,150,0 %,,4500,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,CREPE BANDAGE 6 INCH ,CREPE BANDAGE 6 INCH,30,,180,0 %,,5400,,Taxable,False,
PO-000106,Fulfilled,Unpaid,KINGS SCIENCE WARES NIGERIA LTD,MR KINGSLEY,8033144918,"Suite 104, Garachi Plaza, No.11, Maputo Street, Opp. Netpost Office Zone 3, Wuse, FCT, Abuja ","No.11, Maputo Street, Opp. Netpost Office Zone 3",Abuja,,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,12/18/2017 3:41:46 PM,,,,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,True,True,DISPOSABLE SURGICAL GOWN,DISPOSABLE SURGICAL GOWN,60,,1500,0 %,,90000,,Taxable,False,
