,,Mindray,All Supplier Groups,Company,FRANCE,USD,www.mindray.com,,Hunter Liu/Spencer,+86 755 81886671,+86 755 26582680,"hunter.liu@mindray.com
spencer.ybzhong@mindray.com","Shenzhen Mindray Bio-Medical
Electronics co., Ltd.",,,,,
,,MOSES PLUMBER,All Supplier Groups,Company,FRANCE,NGN,,,MOSES PLUMBER,8076117582,,,"MADALA,",ABUJA.,Abuja,FCT,,
,,MP Biomedicals Germany GmbH,All Supplier Groups,Company,FRANCE,USD,www.mpbio.com,,Patience Merker,+49 5651 921 186,+49 5651 921 181,patience.merker@mpbio.com,"Thüringer Straße 15
37269 ","Eschwege
GERMANY",,,,
,,NASSTECH ALUMINIUM COMPANY LIMITED,All Supplier Groups,Company,FRANCE,NGN,,,Nasir williams,7035146795,,nasstechaluminium@gmail.com,"Chinedu Plaza,Aluminium village","Kaduna Road, Along Lokoja Expressway ",Suleja,Niger,,
,,NICHIRYO LE,All Supplier Groups,Company,FRANCE,NGN,,,NICHIRYO LE,,,,Address Address,JAPAN,,,,
,,NICHIRYO PIPETTE,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,Nuve,All Supplier Groups,Company,FRANCE,USD,www.nuve.com.tr,,Tolga Vural,+90 312 399 28 30 (PBX),+90 312 399 21 97,tolgavural@nuve.com.tr,"
Saracalar Mah. Saracalar Kümeevleri ","No: 4/2 Akyurt 06750 ANKARA / TURKEY
(Esenbo a Yolu 22. km)",,ANKARA,,
,,OMEDS SURGICALS,All Supplier Groups,Company,FRANCE,NGN,,,OMEDS,"08091313173, 08033117987",,,"Theodak plaza, first floor opp. National Hospital.",Central Area,Abuja,,,
,,OPTIKA S.R.L,All Supplier Groups,Company,FRANCE,EUR,http://www.optikamicroscopes.com/,,YAYA SOW,+39.035.571.392  ,  +39.035.571.435,yaya.sow@optikamicroscopes.com,"Via Rigla,ITALY ",30 - 24010 Ponteranica (BG),,,,
,,OPTIMA INC,All Supplier Groups,Company,FRANCE,NGN,http://www.optimajp.com,,OPTIMA INC,+81-3-5375-2351,+81-3-5375-2360,optima@optimajp.com,Rogie Bldg. 5F 1-48-11   Itabashi,"Itabashiku, Tokyo 173-0004",,,,
,,ORB Electronic Scale,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,Orphee SA,All Supplier Groups,Company,FRANCE,EUR,www.orphee-medical.com,,Filip Ławnicki,"+48 22 751 79 10 (Ext.123)
",+48 661 559 145,filip.lawnicki@cormay.pl,"19, CH.DU champ des filles
1228 Plan –Les-Ouates",,,"Geneva
",,
,,parts),All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,PHOENIX MEDICAL SYSTEMS,All Supplier Groups,Company,FRANCE,NGN,www.phoenixmedicalsystems.com,,PHOENIX MEDICAL SYSTEM,+91 44 2225 1177 / 1178 / 0248 ,+91 44 22250194 ,sashi@pmsind.com,"32/4, Jawaharlal Nehru Salai, Ekkattuthangal",Chennai - 600 032,,,,
,,PIMA ANALYZER,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,PIONEER SCIENTIFIC LLC,All Supplier Groups,Company,FRANCE,USD,http://www.pioneerscientific.com/,,JAMES MALIAKAL,1-508-969-1322,1-508-752-6545,CustomerService@pioneerscientific.com <customerservice@pioneerscientific.com>,40 NOUVELLA WAY,"NATRICK,",MA 01760,,,
,,Printer Company,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,Proscientific Inc.,All Supplier Groups,Company,FRANCE,USD,http://www.proscientific.com/,,Brian Archibald,203 267 4600,203 267 4606,brian.archibald@proscientific.com,PRO Scientific Inc.,99 Willenbrock Road,"Oxford,  CT 06478",,,
,,Ratiolab GmbH ,All Supplier Groups,Company,FRANCE,EUR,http://www.ratiolab.com/,,Thomas Weiland,+49 (0)151 62506144,+49 (0)6103 30025-55,Thomas.Weiland@ratiolab.com,Am Siebenstein 12 ,D-63303 Dreieich ,,,,
,,"Rayto Life and Analytical Sciences Co.,Ltd",All Supplier Groups,Company,FRANCE,USD,http://www.rayto.com/,,Lei Xing,0086 755 88832350 ,0086 755 86168796, l.xing@rayto.com ,"Rayto Industrial Building, Shuangming Blvd South, East Hi-Tech Park, ","Guangming New District, ","518107 Shenzhen, ",,,
,,R-BIOPHARM AG,All Supplier Groups,Company,FRANCE,EUR,www.r-biopharm.com,,Monika Froehlich,+ 49 6151- 8102-0,+ 49 6151- 8102-20/40,,"An der neuen Bergstraße 17, D-64297 Darmstadt",Sitz: Pfungstadt,,,,
,,RENDER HEALTH TECHNOLOGY LTD,All Supplier Groups,Company,FRANCE,NGN,,,RENDER HEALTH TECHNOLOGY LTD,,,info@renderhealth.com,Address Address,TANGJIAWAN ZHUHAI 519085,,,,
,,RIJUVEN CORPORATION,All Supplier Groups,Company,FRANCE,USD,,,Sir Joe Madu,+1 4698671149,,sirjoe madu <sirjoemadu@gmail.com>,"WEXFORD TOWN CENTER,","10475 PERRY HIGHWAY,",SUITE 104 WEXFORD,PA 15O9O,,
,,Robinson Healthcare Limited,All Supplier Groups,Company,FRANCE,GBP,Web: www.robinsonhealthcare.com,,Stephen Jones(International buisness Director),+44 (0)1909 735000(customer service),,Stephen Jones <Stephen.Jones@robinsonhealthcare.com>,Robinson Healthcare Limited,Lawn Road,Carlton-in-LindrickWorksop,,,
,,Sam Njoku & Co.,All Supplier Groups,Company,FRANCE,NGN,,,"The Managing Director, Bosch Medical Engineering Ltd",,,,"22 Otukpo street, Area 11",,Garki ,FCT,,
,,SEBIA,All Supplier Groups,Company,FRANCE,EUR,,,Guillaume FRANC,+33 1 69 89 80 80,,,27 rue Léonard de Vinci Parc Technologique Léonard de Vinci,CP 8010 Lisses - 91008 EVRY Cedex,FRANCE,FRANCE,,
,,SERBIA,All Supplier Groups,Company,FRANCE,NGN,,,,,,,,,,,,
,,"Shanghai ZJ Bio-tech Co., Ltd",All Supplier Groups,Company,FRANCE,USD,http://www.liferiverbiotech.com/,,Linda Zhao,Mobile: +86 13916420850,,mailto:linda@liferiver.com.cn,"No.26 Building, No.588 Xinjunhuan Road, ",,Shanghai,,,
,,Shenzhen Dymind Biotechnology Co.Ltd.,All Supplier Groups,Company,FRANCE,USD,http://www.dymind.com/,,Laffier,+86-0755-26008015 ,+86-0755-26746162,laffier@dymind.com,"2/F, Nanfeng Building B, Nanshan Yungu Innovation Industrial Park,No.1183","Liuxian Blvd, Taoyuan Street, Nanshan District,",Shenzhen 518055 P.R.China,,,
,,SHERWOOD SCIENTIFIC LIMITED,All Supplier Groups,Company,FRANCE,NGN,http://www.sherwoodscientific.com,,SHERWOOD SCIENTIFIC LIMITED,+44 1223 243444,+44 1223 243300,enquiries@sherwood-scientific.com,"1 The Paddocks, Cherry Hinton Road",Cambridge - CB1 8DH,,,,
,,SIGHT DIAGNOSTICS LTD,All Supplier Groups,Company,FRANCE,USD,www.sightdx.com,,Itamar Ayali,972525412773,+972 3 5418586,hagai@sightdx.com,Derech Menachem Begin 48,,Tel Aviv,,,
,,Sigma Laborzentrifugen GmbH,All Supplier Groups,Company,FRANCE,EUR,www.sigma-zentrifugen.de,,i. A. Silke Rakebrandt( Internal Sales),+ 49 (0) 5522 5007-8214,+ 49 (0) 5522 5007-8214,s.rakebrandt@sigma-zentrifugen.de,Sigma Laborzentrifugen GmbH ,"An der Unteren Söse 50 37520 Osterode, ",,,,
,,Simens healthcare LLC,All Supplier Groups,Company,FRANCE,USD,,,Ahmed Raees Arakkal,Phone: +9714 3660206-,,E-mail: ahmedraees.arakkal@siemens-healthineers.com,"Building 71,",Dubai Healthcare city.,P.O.Box 125936.,,,
,,SKYLA (LITE ON TECHNOLOGY CORP),All Supplier Groups,Company,FRANCE,USD,http://www.skyla.com/,,Andy Tsoa,|+888-3-612-1288 ext.5858,+886-3--579-5393,Andy.Tsao@skyla.com,"8, Dusing Road,Hsinchu Science Park, "," Hsinchu 30078,",,,,
,,Slamed GmbH,All Supplier Groups,Company,FRANCE,NGN,www.ratiolab.com,,,0049/6103/30025-0,FAX: 0049/6103/30025-66,slamed@ratiolab.com,"Am Siebenstein 6-10
D-63303 Dreieich-Buchschlag",,,,,
,,SLEE medical GmbH,All Supplier Groups,Company,FRANCE,EUR,www.slee.de,,Maged Benjamin,+30 698 1105 202, +30 210 4830942,m.benjamin@slee.de,"Lise-Meitner-Str. 11
D-55129 Mainz",,,,,
,,SOUNDSYSTEM GLOBAL VENTURES,All Supplier Groups,Company,FRANCE,NGN,,,HENRY .B NATHAN,8152770023,,soundsystem42@yahoo.com,Adepele Street,Ikeja,,Lagos,,
,,"SunShine Medical Equipment Co., Ltd.",All Supplier Groups,Company,FRANCE,USD,,,Eva,+86 15850644003,86 25 52157547,evamedical@gmail.com,"Flat C9/F WINNING HOUSE 72-74 
WING LOK STREET",SHEUNG WAN,,HONG KONG,,
,,SURGIMAX LIMITED,All Supplier Groups,Company,FRANCE,GBP,WWW.SURGIMAX.CO.UK,,SHAHBAZ AHMED,"+44(0)7450269792, +44(0)1613022744",,sales@surgimax.co.uk,"UNIT 108 IVY MILL BUISNESS CENTER,","FAILS WORTH,","MANCHESTER,",,,
,,Syngene Middle East  – MESLO Group,All Supplier Groups,Company,FRANCE,GBP,http://www.syngene.com/,,Maria Yiapana,+357 22 660423,+357 22 660424,sales@syngeneme.com,"40-42 Vyzantiou Street, ","Suite 103, Strovolos, 2064, ","Nicosia,",,,
,,THERMOFISHER SCIENTIFIC(life science solutions),All Supplier Groups,Company,FRANCE,USD,,,Cheval Herve , +33(0)2.28.03.20.86 ,,herve.cheval@thermofisher.com,"10, rue Duguay Trouin | 44807 Saint-Herblain cédex",,,,,
,,TITAN TECHNOLOGIES NIG LTD,All Supplier Groups,Company,FRANCE,NGN,,,AUGUSTINE,8055118850,,titan_technologies@yahoo.com,BLOCK A SUITE 23 FLOOR 2PRIMAL-TEK PLAZA.,SHASHA ROAD AKOWONJO,VICTORIA ISLAND,Lagos,,
,,Union Diagnostics and Clinical Services PLC,All Supplier Groups,Company,FRANCE,NGN,,,KEHINDE SURAJ,8034699948,,kehinde.suraj@gmail.com,"5 Eletu Ogabi Street, Victoria Island, ",,,Lagos,,
,,US DOD,All Supplier Groups,Company,FRANCE,NGN,,,US DOD,8032658433,,,"7 Usuma Street,Maitama Abuja","7 Usuma Street,Maitama Abuja",FCT,Abuja,,
,,VEDALAB,All Supplier Groups,Company,FRANCE,NGN,www.wanadoo.fr,,Brigitte,Tel: +33 233 275 625,FAX: Tel: +33 233 275 625,veda.lab@wanadoo.fr,"
Rue de l’Expansion, ZAT du Londeau
–CERISÉ","BP 181 – 61006 ALENÇON, CEDEX–
France.",,,,
,,VEDA-LAB,All Supplier Groups,Company,FRANCE,EUR,www.wanadoo.fr,,Christine,Tel : (33) 2 33 27 56 25,Fax : (33) 2 33 27 70 60 ,veda.lab@wanadoo.fr,"Rue de l’Expansion, ZAT du
Londeau","CERISE, B.P. 181, 61006
 Alencon Cedex",,,,
,,Vincent Taminabo,All Supplier Groups,Company,FRANCE,NGN,,,Vincent Taminabo,8103036587,,,Gadua District ,,,Abuja,,
,,Vitro Scient,All Supplier Groups,Company,FRANCE,NGN,www.vitroscient.com,,Vitro Scient,20226218944,,info@vitroscient.com,19 Dr. Ahmed ZAky St,El Nozha El Gedida Heliopolis,Cairo,,,
,,WEIGO,All Supplier Groups,Company,FRANCE,USD,http://www.weigaogroup.com/,,SIMON,0086 631 5660969 ,0086 631 ,simonyu999@163.com,"NO.1 WEIGAO ROAD,HI-TECH ZONE","Weihai , ",Shandong,,,
,,"WISCONSIN ALUMINUM FOUNDRY CO., INC.				",All Supplier Groups,Company,FRANCE,USD,customerrelations@wafco.com,,Jeanne Hougen,+1920-686-2729		,+1 920-682-4090 ,"jhougen@wafco.com, ",1931 South 14th Street		,"Manitowoc, WI  54220		",,,,
,,Wolf Laboratories Limited ,All Supplier Groups,Company,FRANCE,EUR,http://www.wolflabs.co.uk/,,Alyson Waite,01759 301142 Ext. 208,01759 301143 , alyson.waite@wolflabs.co.uk ,"Wolf Laboratories Limited, "," Colenso House,, ","1 Deans Lane, Pocklington",,,
,,YAMATO SCIENTIFIC CO.LTD,All Supplier Groups,Company,FRANCE,NGN,,,Cem Sirel,81-3-5639-7076   ,8 l-3-5639-6034,cemsirel@yamato-net.co.jp,"Haseman  Bldg. 6F, 2-11-6, Tomioka","Koto-ku,  Tokyo  135-0047,  JAPAN ",,,,
,,YUSUF,All Supplier Groups,Company,FRANCE,NGN,,,YUSUF,8066218343,,,MARABA,,Abuja,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
,,,,,FRANCE,,,,,,,,,,,,,
