OrderNumber,InventoryStatus,PaymentStatus,Customer,ContactName,Phone,Email,BillingAddress1,BillingAddress2,BillingCity,BillingState,BillingCountry,BillingPostalCode,BillingAddressRemarks,ShipToCompanyName,ShippingAddress1,ShippingAddress2,ShippingCity,ShippingState,ShippingCountry,ShippingPostalCode,ShippingAddressRemarks,CurrencyCode,ExchangeRate,NonCustomerCost,OrderDate,OrderRemarks,Freight,InvoicedDate,DueDate,DatePaid,AmountPaid,RequestedShipDate,PONumber,SalesRep,Location,PricingScheme,PaymentTerms,PaymentMethod,TaxingScheme,Tax1Rate,Tax2Rate,CalculateTax2OnTax1,Tax1Name,Tax2Name,Tax1OnShipping,Tax2OnShipping,Sales Type,Sales Person,LPO Date,ItemName,ItemDescription,ItemQuantity,ItemQuantityUoM,ItemUnitPrice,ItemDiscount,ItemSubtotal,ItemSerials,SpecialTaxRate,IsCancelled,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","ALT/GPT, 8X25 ML ", EXP:2018-09,2,,30966.56,0 %,61933.12,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","ELICAL 2, 4X3 ML ",EXP:2018-09,3,,63437.5,0 %,190312.5,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","ALP DEA SL, 4 X 25 ML ",EXP DATE: 2019/2,5,,15972.66,0 %,79863.3,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017",CUVETTE ROTOR PC,"CUVETTE ROTOR, 3070-340",2,pcs.,56640.62,0 %,113281.24,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","SYSTEM SOLUTION, 1 L ",EXP:2018-10,2,btl,60718.75,0 %,121437.5,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","PHOSPHORUS,6 X 20 ML ","EXP:2019-02, 2019-04",2,,12411.1,0 %,24822.2,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","UREA UV SL, 4 X 55 ML ","URSL 0455, EXP:2019-04",8,,19248.75,0 %,153990,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","CHOLESTEROL +STD 4X250, 4X250  ","4x250 ,EXP:2018-07",2,,30908.91,0 %,61817.82,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","DIRECT BILIRUBIN, 8 X 25 ML ",EXP:2019-02,5,,28478.91,0 %,142394.55,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","TOTAL BILIRUBIN, 8 X 25 ML   ",",EXP:2019-03",5,packs,28383.75,0 %,141918.75,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","ALBUMIN, 12X20 ML ", EXP:2018-12,4,,19751.73,0 %,79006.92,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","TOTAL PROTEIN PLUS, 2X125 ML ", EXP:2018-03,4,,12033.91,0 %,48135.64,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","URIC ACID MONO SL, 12X20ML"," EXP:2018-07 (4), 2018-08 (1)",5,,26589.38,0 %,132946.9,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","CREATININE JAFFE, 4X250 ML ", EXP:2018-11,1,,21867.81,0 %,21867.81,,Taxable,False,
SO-000903,Fulfilled,Paid,FEDERAL MEDICAL CENTRE YOLA,CHIEF MEDICAL DIRECTOR,8035618600,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,,"Lamido Zubairu Road, P.M.B. 2017, Yola Bye-Pass, Yola , Adamawa",Lamido Zubairu Road,YOLA,ADAMAWA,NIGERIA,,,NGN,1,,10/10/2017 4:01:07 PM,"                  ORDER CONFIRMATION 
CONFIRMED L.P.O

                  DELIVERY TERMS
 WITHIN 7-DAYS OF ORDER CONFIRMATION

                  PAYMENT TERMS
100% PAYMENT MUST BE MADE INTO THE BANK ACCOUNT STATED BELOW, WITHIN 7-DAYS AFTER DELIVERY.",,10/10/2017 4:06:21 PM,10/10/2017 4:06:21 PM,7/10/2018 12:56:42 PM,2321830.68,,"3554, 3555, 3556",Bright Odoemelam,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,,,"6th October, 2017","GLUCOSE PAP SL+STD, 4X250  ML ","4X250  ML, EXP:2018-08",2,,15823.44,0 %,31646.88,,Taxable,False,
SO-000904,Fulfilled,Invoiced,KINGS CARE HOSPITAL,MRS BUMI,8058293270,,"Plot 2181, Ibb Way, Zone 4 Abuja",WUSE ZONE 4,WUSE,ABUJA,NIGERIA,,,,"Plot 2181, Ibb Way, Zone 4 Abuja",WUSE ZONE 4,WUSE,ABUJA,NIGERIA,,,NGN,1,,10/12/2017 10:13:31 AM,,,10/12/2017 10:15:09 AM,10/12/2017 10:15:09 AM,,0,,,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,NORMAL,,,"SLAMED SAMPLE CUPS, 1000PC ",1000pc,1,packs,82000,0 %,82000,,Taxable,False,
SO-000905,Fulfilled,Invoiced,ABUJA CENTRAL MEDICAL STORES,MR JOHN,8053438226,,Billing Address,JABI,,,NIGERIA,,,,Billing Address,JABI,,,NIGERIA,,,NGN,1,,10/12/2017 11:42:28 AM,,,10/30/2017 2:23:40 PM,10/30/2017 2:23:40 PM,,0,10/11/2017 12:00:00 AM,LAB/681/17,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,LPO SUPPLY,,,"HCV KIT, 192 TESTS   ","HCV KIT, 071064, 192 TESTS ,2018/8",10,,201000,0 %,2010000,,Taxable,False,
SO-000905,Fulfilled,Invoiced,ABUJA CENTRAL MEDICAL STORES,MR JOHN,8053438226,,Billing Address,JABI,,,NIGERIA,,,,Billing Address,JABI,,,NIGERIA,,,NGN,1,,10/12/2017 11:42:28 AM,,,10/30/2017 2:23:40 PM,10/30/2017 2:23:40 PM,,0,10/11/2017 12:00:00 AM,LAB/681/17,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,LPO SUPPLY,,,AUTOBIO HCV KIT (96 TESTS),"HCV KIT (96 TESTS), E0320 . exp date2018/5/8, lot no.:09E19-M66",4,,100500,0 %,402000,,Taxable,False,
SO-000906,Fulfilled,Paid,ABUJA CENTRAL MEDICAL STORES,MR JOHN,8053438226,,Billing Address,JABI,,,NIGERIA,,,,Billing Address,JABI,,,NIGERIA,,,NGN,1,,10/12/2017 12:31:11 PM,,,1/26/2018 12:58:10 PM,1/26/2018 12:58:10 PM,6/5/2018 9:51:09 AM,2420000,10/11/2017 12:00:00 AM,LAB/679/17,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,FCMB,No Tax,0,0,False,,,True,True,LPO SUPPLY,,,"SYPHILIS KIT, 192 TESTS ","SYPHILIS KIT, 081142, 192 TESTS,2017/12,2018/3",11,,220000,0 %,2420000,,Taxable,False,
SO-000907,Fulfilled,Paid,ABUJA CENTRAL MEDICAL STORES,MR JOHN,8053438226,,Billing Address,JABI,,,NIGERIA,,,,Billing Address,JABI,,,NIGERIA,,,NGN,1,,10/12/2017 12:34:03 PM,,,10/30/2017 2:25:31 PM,10/30/2017 2:25:31 PM,6/5/2018 1:47:08 PM,2415000,10/11/2017 12:00:00 AM,LAB/683/17,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,Cash,No Tax,0,0,False,,,True,True,LPO SUPPLY,,,ELAGEN HBSAG 480 TEST,"480 TEST 071015,2018/11",6,,402500,0 %,2415000,,Taxable,False,
SO-000908,Fulfilled,Paid,NIGERIAN NATIONAL PETROLEUM CORPORATION  CLINIC MAITAMA ABUJA,Mr Salihu,8038560781,,"No.37, Usuma Street,Maitama Nigeria Owena Cl, Abuja.","USMAN STREET,MAITAMA.",MAITAMA,ABUJA,NIGERIA,,,,"No.37, Usuma Street,Owena Cl",,MAITAMA,ABUJA,NIGERIA,,,NGN,1,,10/12/2017 12:50:13 PM,,,12/13/2017 3:26:49 PM,12/13/2017 3:26:49 PM,12/28/2017 10:27:39 AM,17114442.98,10/12/2017 12:00:00 AM,4500045146,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,lpo supply,,,VACUTAINER EDTA 4ML ,"VACUTAINER EDTA 4ML, 368861, 4ML, 100PCS/PK",40,,7676.25,0 %,307050,,Taxable,False,
SO-000908,Fulfilled,Paid,NIGERIAN NATIONAL PETROLEUM CORPORATION  CLINIC MAITAMA ABUJA,Mr Salihu,8038560781,,"No.37, Usuma Street,Maitama Nigeria Owena Cl, Abuja.","USMAN STREET,MAITAMA.",MAITAMA,ABUJA,NIGERIA,,,,"No.37, Usuma Street,Owena Cl",,MAITAMA,ABUJA,NIGERIA,,,NGN,1,,10/12/2017 12:50:13 PM,,,12/13/2017 3:26:49 PM,12/13/2017 3:26:49 PM,12/28/2017 10:27:39 AM,17114442.98,10/12/2017 12:00:00 AM,4500045146,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,lpo supply,,,"VACUTAINER LITHIUM HEPARIN 6 ML, ","VACUTAINER LITHIUM HEPARIN 6 ML, 368886, 100PCS/PK",40,,10005,0 %,400200,,Taxable,False,
SO-000908,Fulfilled,Paid,NIGERIAN NATIONAL PETROLEUM CORPORATION  CLINIC MAITAMA ABUJA,Mr Salihu,8038560781,,"No.37, Usuma Street,Maitama Nigeria Owena Cl, Abuja.","USMAN STREET,MAITAMA.",MAITAMA,ABUJA,NIGERIA,,,,"No.37, Usuma Street,Owena Cl",,MAITAMA,ABUJA,NIGERIA,,,NGN,1,,10/12/2017 12:50:13 PM,,,12/13/2017 3:26:49 PM,12/13/2017 3:26:49 PM,12/28/2017 10:27:39 AM,17114442.98,10/12/2017 12:00:00 AM,4500045146,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,lpo supply,,,BD ESR VACUTAINER TUBES,ESR VACUTAINER TUBES,30,,20872.5,0 %,626175,,Taxable,False,
SO-000908,Fulfilled,Paid,NIGERIAN NATIONAL PETROLEUM CORPORATION  CLINIC MAITAMA ABUJA,Mr Salihu,8038560781,,"No.37, Usuma Street,Maitama Nigeria Owena Cl, Abuja.","USMAN STREET,MAITAMA.",MAITAMA,ABUJA,NIGERIA,,,,"No.37, Usuma Street,Owena Cl",,MAITAMA,ABUJA,NIGERIA,,,NGN,1,,10/12/2017 12:50:13 PM,,,12/13/2017 3:26:49 PM,12/13/2017 3:26:49 PM,12/28/2017 10:27:39 AM,17114442.98,10/12/2017 12:00:00 AM,4500045146,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,lpo supply,,,"BD CAT 6ML, ","VACUTAINER CAT 6ML, 368815, ",20,,9573.75,0 %,191475,,Taxable,False,
SO-000908,Fulfilled,Paid,NIGERIAN NATIONAL PETROLEUM CORPORATION  CLINIC MAITAMA ABUJA,Mr Salihu,8038560781,,"No.37, Usuma Street,Maitama Nigeria Owena Cl, Abuja.","USMAN STREET,MAITAMA.",MAITAMA,ABUJA,NIGERIA,,,,"No.37, Usuma Street,Owena Cl",,MAITAMA,ABUJA,NIGERIA,,,NGN,1,,10/12/2017 12:50:13 PM,,,12/13/2017 3:26:49 PM,12/13/2017 3:26:49 PM,12/28/2017 10:27:39 AM,17114442.98,10/12/2017 12:00:00 AM,4500045146,Chiamaka Ngurukem,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Normal Price,NET0,,No Tax,0,0,False,,,True,True,lpo supply,,,BD ESR VACUTAINER TUBES,ESR VACUTAINER TUBES,30,,11212.5,0 %,336375,,Taxable,False,
